index,time,red1,red2,red3,red4,red5,blue1,blue2,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,hit9
11121, 2011-10-15,2,3,30,31,33,3,9,0,32,82,344,4736,20126,251615,2404428,0
11122, 2011-10-17,3,8,23,24,34,5,12,3,36,75,256,4359,18942,200323,2324916,0
11123, 2011-10-19,10,14,18,19,35,1,6,2,37,52,387,5201,21564,291058,2711694,0
11124, 2011-10-22,8,12,14,20,25,6,8,0,33,46,192,4971,16799,210007,2230799,0
11125, 2011-10-24,7,10,27,34,35,10,12,0,25,57,219,4042,15507,184332,1917410,0
11126, 2011-10-26,7,17,29,30,33,10,12,2,72,177,495,9490,40561,332242,2731103,0
11127, 2011-10-29,1,11,22,26,29,5,8,1,25,71,385,4941,24047,291733,3097625,0
11128, 2011-10-31,3,4,6,11,13,1,2,0,28,79,109,3231,11800,151628,1753499,0
11129, 2011-11-02,1,7,13,18,23,4,8,0,32,44,180,3536,13056,165539,1864440,0
11130, 2011-11-05,8,9,13,23,35,11,12,1,17,64,360,4598,19973,256125,2610853,0
11131, 2011-11-07,3,5,12,18,33,7,11,1,29,50,270,5497,22303,273681,2662203,0
11132, 2011-11-09,12,14,16,19,33,2,9,1,17,26,197,3279,14359,213352,2265599,0
11133, 2011-11-12,4,11,23,26,35,3,12,6,60,97,315,6913,22065,255715,2493725,0
11134, 2011-11-14,1,10,12,14,17,9,10,0,15,29,128,2681,9859,147169,1858141,0
11135, 2011-11-16,6,22,29,33,35,3,12,1,24,79,175,5399,19665,219092,2105387,0
11136, 2011-11-19,8,9,11,19,33,3,12,1,14,145,200,4630,19812,189925,2062936,0
11137, 2011-11-21,2,15,18,23,31,1,2,0,26,119,143,4992,18730,198884,2088055,0
11138, 2011-11-23,17,23,26,30,32,6,12,3,43,107,221,6858,22770,266465,2614470,0
11139, 2011-11-26,4,6,10,15,16,3,4,1,23,79,184,4432,14893,186668,2039322,0
11140, 2011-11-28,1,12,32,33,34,9,11,2,41,83,336,7845,25460,334507,2758033,0
11141, 2011-11-30,2,11,19,22,35,10,12,2,69,123,543,9090,27928,314263,2544750,0
11142, 2011-12-03,4,26,30,33,34,4,6,3,21,43,192,5730,22871,265533,2555608,0
11143, 2011-12-05,8,9,12,25,33,7,10,1,32,120,248,5302,20937,225761,2295198,0
11144, 2011-12-07,7,18,24,28,33,2,3,0,51,101,213,8603,25203,281570,2613565,0
11145, 2011-12-10,7,15,19,24,29,4,6,1,49,97,169,4712,15761,194460,2113295,0
11146, 2011-12-12,9,13,19,29,34,2,11,0,28,71,175,4419,18126,174046,1873323,0
11147, 2011-12-14,1,15,16,27,28,2,7,1,28,44,186,3622,15652,157746,1677923,0
11148, 2011-12-17,7,10,11,26,31,3,4,2,46,143,284,7834,26584,307483,2838526,0
11149, 2011-12-19,2,7,12,29,31,3,5,1,22,44,164,4394,13381,186474,2054912,0
11150, 2011-12-21,13,22,30,33,34,6,12,7,93,134,929,13366,41612,508990,3456644,0
11151, 2011-12-24,7,11,14,20,27,3,10,2,27,54,230,4131,18209,215027,2499073,0
11152, 2011-12-26,1,4,6,21,35,2,11,0,14,51,209,4460,17192,214803,2234847,0
11153, 2011-12-28,6,22,29,30,35,3,5,0,44,105,180,7602,21646,249939,2397590,0
11154, 2011-12-31,4,12,16,20,28,8,11,0,25,97,220,6125,21301,267979,2671840,0
12001, 2012-01-02,7,27,28,32,33,1,12,5,138,150,733,13161,42136,371679,2911834,0
12002, 2012-01-04,3,11,14,26,29,7,8,1,31,80,192,5931,20970,257849,2516936,0
12003, 2012-01-07,16,22,24,33,34,3,10,2,21,49,337,4459,20690,274791,2714694,0
12004, 2012-01-09,10,11,22,31,32,6,7,0,32,81,232,6727,20577,262333,2556648,0
12005, 2012-01-11,1,2,29,31,33,7,12,0,34,172,167,6581,26098,260222,2441219,0
12006, 2012-01-14,3,20,22,25,27,1,9,1,29,36,165,3645,14124,199238,2243754,0
12007, 2012-01-16,4,5,13,17,25,7,10,1,39,157,272,4,23548,198760,2130229,0
12008, 2012-01-18,6,8,30,31,32,1,11,1,52,171,196,6816,27073,264035,2450123,0
12009, 2012-01-21,6,14,20,29,35,9,10,1,32,98,165,6186,24812,261422,2697544,0
12010, 2012-01-30,25,26,29,32,34,5,7,0,34,121,182,4987,21731,210881,2198086,0
12011, 2012-02-01,5,19,22,29,30,2,4,1,35,59,236,5919,19861,228163,2338151,0
12012, 2012-02-04,6,18,22,30,35,2,7,2,29,92,307,4464,19384,188893,2007250,0
12013, 2012-02-06,7,8,11,12,24,1,2,7,24,106,176,3926,19778,149620,1727368,0
12014, 2012-02-08,10,14,24,30,32,1,12,2,21,68,246,4045,16981,195283,2042877,0
12015, 2012-02-11,12,13,24,26,33,6,8,3,34,55,351,5643,22113,308794,3064681,0
12016, 2012-02-13,5,14,20,29,31,8,12,0,26,138,127,4607,19362,184981,2058096,0
12017, 2012-02-15,6,11,22,29,34,3,12,16,338,651,1469,22177,60268,425938,3094472,0
12018, 2012-02-18,3,10,14,29,31,4,8,0,20,54,208,4573,15893,208427,2312284,0
12019, 2012-02-20,7,9,17,30,34,1,12,1,19,109,209,5039,24097,260468,2616546,0
12020, 2012-02-22,12,14,27,29,34,3,6,1,27,63,191,4462,17446,217538,2399211,0
12021, 2012-02-25,10,15,21,31,34,7,8,3,25,55,206,5641,18330,240246,2625739,0
12022, 2012-02-27,7,12,20,33,35,1,10,3,66,118,352,8316,26222,294099,2730477,0
12023, 2012-02-29,7,9,17,29,35,9,10,2,27,72,246,5389,18281,239872,2426658,0
12024, 2012-03-03,3,11,17,21,30,3,7,5,44,154,346,5245,22240,291735,2871972,0
12025, 2012-03-05,1,2,5,12,27,4,7,1,30,29,163,3383,14477,180226,2020205,0
12026, 2012-03-07,10,11,22,23,29,2,9,2,55,90,1129,9585,46385,459589,3301807,0
12027, 2012-03-10,3,10,11,22,31,5,7,6,39,61,324,6711,21896,259460,2541326,0
12028, 2012-03-12,10,12,15,33,34,3,10,0,35,66,469,7007,33785,413465,3212490,0
12029, 2012-03-14,4,7,8,18,29,7,10,0,27,120,256,6024,27020,260946,2661666,0
12030, 2012-03-17,3,21,22,26,32,1,3,1,15,84,129,5187,18277,203356,2259327,0
12031, 2012-03-19,19,21,23,25,30,3,8,2,18,43,231,3474,16771,203753,2208987,0
12032, 2012-03-21,7,8,16,26,34,7,11,0,42,48,168,3591,12432,169968,1968127,0
12033, 2012-03-24,8,13,19,27,32,1,8,0,41,159,230,4899,22425,197258,2153040,0
12034, 2012-03-26,1,8,15,16,29,8,9,2,18,44,327,4640,15360,189640,2003205,0
12035, 2012-03-28,1,4,30,32,35,8,12,3,26,40,135,4055,12975,215086,2124907,0
12036, 2012-03-31,1,9,20,30,31,8,12,0,84,97,155,4920,17761,190207,2088048,0
12037, 2012-04-02,9,13,27,31,35,3,10,0,27,49,275,3928,18453,240258,2610332,0
12038, 2012-04-04,11,23,25,31,35,1,3,0,10,35,95,2624,11638,132993,1566180,0
12039, 2012-04-07,15,21,22,24,35,1,5,3,60,50,181,4524,15479,186495,2014683,0
12040, 2012-04-09,2,13,23,28,29,1,5,0,30,85,105,4085,14986,151798,1748402,0
12041, 2012-04-11,1,2,13,22,23,2,10,1,27,60,172,3614,12049,145165,1697792,0
12042, 2012-04-14,7,24,27,28,35,7,12,3,33,54,307,5197,19242,250952,2490487,0
12043, 2012-04-16,1,6,25,31,34,3,9,0,17,38,284,4615,20079,285815,2836806,0
12044, 2012-04-18,3,4,14,32,35,1,2,3,11,41,148,2930,13882,149971,1717100,0
12045, 2012-04-21,5,11,17,20,28,11,12,1,87,104,174,6728,22097,243617,2435361,0
12046, 2012-04-23,4,8,19,23,27,4,11,0,23,85,237,5194,20021,230492,2258589,0
12047, 2012-04-25,5,7,17,30,34,3,10,0,14,46,346,4215,20992,274010,2758525,0
12048, 2012-04-28,6,9,26,30,35,5,6,3,73,93,491,9307,30542,411168,3525358,0
12049, 2012-04-30,9,18,22,27,31,10,12,0,24,106,160,4797,18088,191975,1972382,0
12050, 2012-05-02,13,17,22,28,29,1,10,2,31,88,262,5507,22284,222245,2222717,0
12051, 2012-05-05,1,2,17,18,33,5,12,1,22,81,122,3641,14428,161230,1817466,0
12052, 2012-05-07,10,20,26,31,33,10,12,1,22,72,150,4016,18328,180775,1946774,0
12053, 2012-05-09,11,12,26,28,31,7,12,0,20,37,133,4018,13770,170837,1895260,0
12054, 2012-05-12,1,16,18,27,30,10,11,2,12,52,281,3987,16888,204175,2225701,0
12055, 2012-05-14,7,22,26,32,33,1,8,2,59,114,410,8110,29460,321763,2788250,0
12056, 2012-05-16,11,21,23,26,34,7,9,2,24,45,331,4780,17316,253131,2588343,0
12057, 2012-05-19,1,2,14,33,34,3,5,1,22,71,189,5220,17297,195612,2281602,0
12058, 2012-05-21,13,21,29,31,35,4,12,2,59,97,371,9366,28872,382726,3168709,0
12059, 2012-05-23,9,13,19,21,27,3,4,4,24,74,189,4373,16345,182598,2026816,0
12060, 2012-05-26,2,16,21,24,30,6,10,1,22,52,212,4533,17227,244781,2640673,0
12061, 2012-05-28,5,10,14,27,33,7,9,2,69,84,237,5936,18994,249494,2469030,0
12062, 2012-05-30,21,32,33,34,35,8,9,30,507,941,2416,47600,90511,415512,2989403,0
12063, 2012-06-02,11,25,26,29,35,1,2,2,43,139,412,8758,33636,308244,2903558,0
12064, 2012-06-04,9,12,13,15,30,9,10,1,23,71,184,4768,18500,210907,2300289,0
12065, 2012-06-06,10,22,28,29,34,5,11,2,41,71,368,6304,26331,315267,2913477,0
12066, 2012-06-09,1,20,25,29,33,4,6,0,20,35,179,4560,17687,247125,2690789,0
12067, 2012-06-11,20,22,27,30,33,1,2,1,19,68,144,4492,18294,186952,2076503,0
12068, 2012-06-13,1,21,31,32,35,3,6,0,70,122,350,12827,38177,384705,3131440,0
12069, 2012-06-16,2,4,22,25,34,2,11,1,14,55,158,4125,20585,203205,2256914,0
12070, 2012-06-18,9,22,23,32,34,6,8,0,28,70,208,5721,20518,255550,2583227,0
12071, 2012-06-20,13,23,29,31,34,6,8,2,33,92,241,6305,22301,254386,2395809,0
12072, 2012-06-23,4,8,17,22,25,4,10,0,23,56,184,4597,16913,227745,2519726,0
12073, 2012-06-25,18,23,29,33,34,2,7,1,25,81,238,5244,21900,265841,2680888,0
12074, 2012-06-27,10,22,23,30,32,1,7,50,47,165,222,7743,27653,222474,2276034,0
12075, 2012-06-30,7,9,10,18,22,5,10,0,24,48,225,4051,16333,211466,2285311,0
12076, 2012-07-02,2,14,16,22,24,2,5,0,14,20,95,2278,9826,121679,1435971,0
12077, 2012-07-04,10,30,32,33,34,2,3,5,135,266,981,26305,72821,371748,2739812,0
12078, 2012-07-07,1,2,23,25,35,5,12,4,38,64,180,5997,18872,225892,2287435,0
12079, 2012-07-09,1,5,25,32,33,1,10,1,11,27,147,3400,13212,171565,1900819,0
12080, 2012-07-11,11,12,14,25,28,2,5,0,19,48,165,3439,13822,159765,1875123,0
12081, 2012-07-14,10,16,17,30,35,1,8,1,36,72,178,4707,18696,199921,2180577,0
12082, 2012-07-16,2,4,9,10,15,8,10,2,22,31,141,3118,12331,170324,1945568,0
12083, 2012-07-18,16,19,28,29,31,5,8,1,26,46,282,4121,22350,209843,2128607,0
12084, 2012-07-21,21,24,27,29,31,1,2,1,31,74,151,3722,18478,173400,2055769,0
12085, 2012-07-23,7,18,29,31,33,10,12,7,33,64,366,5864,25991,301685,2520103,0
12086, 2012-07-25,3,20,25,29,32,5,10,0,17,31,260,4323,18073,228386,2385671,0
12087, 2012-07-28,1,6,7,21,31,4,11,1,16,50,196,3511,15331,185186,2024816,0
12088, 2012-07-30,13,17,24,30,35,2,10,2,14,65,232,4406,18832,200784,2178964,0
12089, 2012-08-01,6,12,21,29,32,6,11,0,23,82,199,4000,15637,171389,1831972,0
12090, 2012-08-04,2,21,27,29,33,2,10,1,37,70,295,5805,20872,258135,2431389,0
12091, 2012-08-06,3,10,28,31,33,1,9,1,28,41,280,5950,19903,263977,2577116,0
12092, 2012-08-08,8,9,23,25,31,2,12,2,23,69,206,5229,17892,232585,2309890,0
12093, 2012-08-11,2,16,21,31,33,4,11,1,22,63,188,3824,17370,185036,2065831,0
12094, 2012-08-13,2,14,23,32,35,1,10,2,26,81,256,6273,19999,285453,2644952,0
12095, 2012-08-15,6,9,22,27,30,8,12,2,29,84,201,5917,17791,219456,2201923,0
12096, 2012-08-18,5,10,19,24,35,8,9,0,44,78,248,6143,18057,237544,2462737,0
12097, 2012-08-20,9,17,24,29,32,1,2,1,26,147,312,4685,22943,258402,2389885,0
12098, 2012-08-22,2,11,28,29,30,6,12,1,47,83,260,7610,23079,299552,2779664,0
12099, 2012-08-25,12,18,24,25,32,2,12,0,17,71,155,4245,17106,172945,1924124,0
12100, 2012-08-27,7,9,13,19,27,1,3,11,40,87,425,8522,23249,291092,2519327,0
12101, 2012-08-29,2,5,8,9,31,3,7,1,16,30,201,3218,13576,180544,2052194,0
12102, 2012-09-01,2,4,6,13,35,4,8,1,22,36,176,3377,12799,188656,2202305,0
12103, 2012-09-03,2,9,18,23,24,1,4,1,21,58,132,3170,12407,150525,1671269,0
12104, 2012-09-05,16,18,24,25,27,4,9,0,20,34,182,2933,12118,154684,1697055,0
12105, 2012-09-08,5,6,14,15,31,6,8,2,26,46,241,4866,17197,219565,2280805,0
12106, 2012-09-10,15,23,25,29,31,9,10,2,15,28,255,4628,15662,233637,2326695,0
12107, 2012-09-12,4,7,9,22,33,1,3,0,28,90,164,4826,16899,188753,1966729,0
12108, 2012-09-15,6,7,12,24,35,2,6,1,48,130,277,9324,30974,256636,2517178,0
12109, 2012-09-17,1,22,30,32,35,9,11,4,42,70,406,6837,24029,273253,2420889,0
12110, 2012-09-19,1,11,17,19,26,5,12,5,33,27,826,5809,28001,325368,2526303,0
12111, 2012-09-22,1,24,25,30,33,4,11,0,17,61,235,3916,18245,222162,2344964,0
12112, 2012-09-24,1,2,28,31,35,5,7,2,26,59,126,4024,17118,187616,2148230,0
12113, 2012-09-26,3,10,22,27,29,3,12,2,84,150,461,11772,35284,354343,2874231,0
12114, 2012-09-29,3,6,21,33,35,1,7,0,18,37,137,3457,13667,175244,2002663,0
12115, 2012-10-01,1,6,13,19,23,6,9,0,9,19,185,2528,11448,158272,1744844,0
12116, 2012-10-03,1,11,18,20,22,7,10,0,24,29,133,2967,11658,156531,1767697,0
12117, 2012-10-06,1,12,18,21,33,7,8,2,134,211,295,11013,24510,298501,2604328,0
12118, 2012-10-08,5,17,25,30,33,1,12,0,30,75,181,4018,17504,185781,2013017,0
12119, 2012-10-10,5,6,9,19,32,6,9,1,25,48,342,4895,21,240768,2289274,0
12120, 2012-10-13,2,10,21,23,29,3,4,1,52,123,325,9883,29135,332584,2923442,0
12121, 2012-10-15,7,18,20,29,30,5,6,6,59,182,357,7578,24152,251820,2453471,0
12122, 2012-10-17,23,24,25,29,31,3,12,1,55,180,232,6727,25409,207100,2099211,0
12123, 2012-10-20,5,8,18,30,33,1,9,2,44,147,421,7485,28514,345987,3105079,0
12124, 2012-10-22,7,11,19,20,35,5,10,1,55,78,413,6639,25400,297982,2724013,0
12125, 2012-10-24,6,14,17,22,35,1,2,0,28,100,230,5366,20153,214281,2205619,0
12126, 2012-10-27,13,14,21,28,29,5,10,0,21,99,192,5016,19241,202788,2175913,0
12127, 2012-10-29,12,13,14,25,35,10,12,1,31,91,212,3874,14677,176379,1976620,0
12128, 2012-10-31,9,10,19,30,31,4,11,13,136,312,1608,13309,62241,480786,3462823,0
12129, 2012-11-03,1,7,21,28,31,3,9,1,30,82,416,6988,26500,303852,2911586,0
12130, 2012-11-05,14,19,23,29,30,6,7,1,21,70,372,5821,23965,295236,2906418,0
12131, 2012-11-07,2,16,18,27,30,8,12,1,29,39,320,6017,19638,313707,3102291,0
12132, 2012-11-10,5,8,21,25,33,1,11,3,126,136,368,9897,31294,350150,3146501,0
12133, 2012-11-12,5,7,13,29,30,1,5,0,24,65,130,5201,16454,197530,2131607,0
12134, 2012-11-14,1,6,18,32,35,2,7,2,70,117,452,8423,30817,353671,3177455,0
12135, 2012-11-17,3,5,17,18,33,6,7,0,34,77,176,5935,19256,216102,2242963,0
12136, 2012-11-19,2,23,29,30,31,1,4,2,106,206,347,12982,40131,362161,3039138,0
12137, 2012-11-21,3,12,20,21,27,1,6,3,27,64,281,4430,20588,169964,1841461,0
12138, 2012-11-24,13,17,27,31,33,6,12,4,43,64,339,4967,20244,241513,2538768,0
12139, 2012-11-26,9,10,12,22,25,4,11,3,46,129,286,5109,23585,243521,2491193,0
12140, 2012-11-28,7,17,27,28,29,9,10,10,169,221,497,9798,29554,373531,3336948,0
12141, 2012-12-01,3,11,19,23,34,2,12,1,53,81,303,7533,24615,283926,2778214,0
12142, 2012-12-03,15,19,29,34,35,7,10,1,58,149,301,6615,26382,293295,2685766,0
12143, 2012-12-05,9,27,29,30,31,3,6,2,101,182,592,13861,46598,419630,3290684,0
12144, 2012-12-08,11,13,14,21,29,1,10,15,35,53,263,5571,21847,273667,2731147,0
12145, 2012-12-10,5,22,31,33,35,6,9,1,51,115,526,9012,37202,364183,2885116,0
12146, 2012-12-12,1,10,13,17,26,6,8,3,30,39,202,4796,14836,221320,2407485,0
12147, 2012-12-15,2,3,17,19,33,2,9,2,14,70,246,4576,18536,235514,2460821,0
12148, 2012-12-17,4,16,27,29,34,6,11,2,44,54,236,5188,17557,220653,2328734,0
12149, 2012-12-19,2,10,23,33,34,5,10,2,39,52,314,4707,18025,249200,2711791,0
12150, 2012-12-22,2,14,18,24,31,2,3,0,12,50,108,3782,12717,185932,2185401,0
12151, 2012-12-24,3,19,20,24,33,3,4,0,24,41,130,4615,14502,191117,2030889,0
12152, 2012-12-26,4,17,26,33,34,2,8,6,30,78,213,4688,18693,196531,2042745,0
12153, 2012-12-29,8,9,10,13,22,5,10,1,28,61,286,5372,20804,251997,2471520,0
12154, 2012-12-31,3,26,27,31,32,3,9,0,20,59,274,543,20194,258701,2491369,0
13001, 2013-01-02,6,9,11,31,32,5,11,0,18,57,150,3661,13707,176318,1929600,0
13002, 2013-01-05,4,20,27,31,32,6,12,0,14,40,216,3687,16450,216731,2605090,0
13003, 2013-01-07,1,16,18,21,31,9,12,1,29,53,117,3462,13707,163904,1909892,0
13004, 2013-01-09,7,8,12,20,25,3,7,4,53,117,452,9497,25533,350139,2753894,0
13005, 2013-01-12,18,22,26,28,31,10,12,0,25,65,225,4755,18047,220431,2459996,0
13006, 2013-01-14,8,20,25,31,32,5,7,1,42,104,238,5967,20131,214144,2201963,0
13007, 2013-01-16,14,29,32,33,34,3,6,2,87,214,1416,21417,75063,476524,3457406,0
13008, 2013-01-19,2,7,25,29,34,3,6,1,13,84,129,4265,17807,211629,2291558,0
13009, 2013-01-21,10,17,19,27,29,5,12,5,75,262,423,8781,39096,278448,2683662,0
13010, 2013-01-23,9,15,17,18,29,9,11,0,34,62,198,5711,18350,273866,2779485,0
13011, 2013-01-26,1,2,8,15,23,6,9,3,20,65,197,3707,15558,186733,2171320,0
13012, 2013-01-28,1,14,31,32,34,2,11,0,11,41,183,4486,18591,226074,2152933,0
13013, 2013-01-30,13,15,29,30,35,1,11,0,61,174,303,12178,30939,367575,2776520,0
13014, 2013-02-02,5,8,25,29,31,2,4,1,41,130,241,6999,26321,260870,2795132,0
13015, 2013-02-04,14,15,26,32,33,1,11,2,22,94,232,5093,20822,196752,2101309,0
13016, 2013-02-06,5,15,19,27,32,8,9,0,23,59,240,5536,18841,253331,2625810,0
13017, 2013-02-16,11,14,22,29,34,5,11,39,123,119,274,7424,24516,263170,2556376,0
13018, 2013-02-18,20,23,31,33,34,3,9,1,48,86,456,7497,28891,342645,2642565,0
13019, 2013-02-20,6,12,17,29,30,7,11,1,57,102,259,7551,22166,241988,2355016,0
13020, 2013-02-23,6,11,20,31,32,5,9,0,33,63,585,6632,27299,330735,2909520,0
13021, 2013-02-25,23,24,28,30,33,1,11,1,28,93,154,4427,17065,185198,2117947,0
13022, 2013-02-27,3,4,13,17,23,3,8,1,14,48,236,3686,16568,207428,2180055,0
13023, 2013-03-02,5,19,24,26,35,5,7,0,36,51,344,5780,21130,279781,2845002,0
13024, 2013-03-04,9,12,14,18,24,1,4,1,20,37,166,3359,12807,158981,1792669,0
13025, 2013-03-06,3,23,25,26,28,10,12,1,13,49,219,3676,17420,203585,2421160,0
13026, 2013-03-09,2,10,16,30,33,5,6,3,64,112,371,9306,23943,353936,3194080,0
13027, 2013-03-11,3,12,14,24,35,3,8,1,29,47,236,4714,18206,227471,2348597,0
13028, 2013-03-13,13,19,28,30,34,8,12,0,30,63,174,4895,19511,215883,2308622,0
13029, 2013-03-16,5,7,17,25,26,4,10,1,50,91,370,7230,25349,297878,2834452,0
13030, 2013-03-18,3,5,9,10,28,5,7,0,24,45,202,4824,16700,224678,2365080,0
13031, 2013-03-20,12,17,18,26,32,10,11,1,23,99,170,4700,18284,197369,2152839,0
13032, 2013-03-23,12,27,28,33,35,1,8,1,35,77,746,6632,26973,282033,2799032,0
13033, 2013-03-25,12,18,22,28,31,1,11,0,16,52,147,3455,15288,155686,1788667,0
13034, 2013-03-27,1,3,11,19,29,4,8,3,23,129,282,6593,27406,275717,2855047,0
13035, 2013-03-30,5,14,28,32,34,7,8,6,34,103,249,6778,25076,263040,2722294,0
13036, 2013-04-01,8,12,32,33,35,3,5,1,40,80,361,8831,30573,403702,3359167,0
13037, 2013-04-03,2,26,31,32,34,6,8,1,40,125,495,9625,35235,429112,3353368,0
13038, 2013-04-06,1,19,24,25,26,7,9,0,28,52,235,4781,16984,247014,2766046,0
13039, 2013-04-08,6,23,30,33,35,7,10,0,42,121,265,9708,30224,375723,3099793,0
13040, 2013-04-10,16,17,22,26,35,3,10,1,12,56,195,3426,15903,188843,2172401,0
13041, 2013-04-13,3,13,14,15,34,5,8,3,81,84,700,6916,38396,454965,4064631,0
13042, 2013-04-15,2,6,22,23,33,1,6,2,28,58,178,5111,17132,218287,2401363,0
13043, 2013-04-17,7,13,25,34,35,7,9,2,30,82,558,7057,28627,388402,3451869,0
13044, 2013-04-20,7,11,13,18,28,5,10,2,29,62,236,4989,21085,255104,2839122,0
13045, 2013-04-22,8,11,12,21,25,2,7,3,41,75,328,5231,19396,245691,2474768,0
13046, 2013-04-24,15,16,19,25,32,5,11,0,28,81,189,4590,16332,218755,2332651,0
13047, 2013-04-27,12,20,28,30,35,3,11,0,25,115,207,6483,22319,277888,2955895,0
13048, 2013-04-29,10,11,23,32,33,1,4,7,43,108,274,7602,26485,293955,2876250,0
13049, 2013-05-01,18,22,25,31,32,4,6,1,38,99,206,6334,25409,259249,2655546,0
13050, 2013-05-04,14,22,30,32,33,7,8,2,56,143,560,8951,37479,469720,3990474,0
13051, 2013-05-06,5,8,15,18,33,7,8,1,46,100,163,5725,17764,210306,2247584,0
13052, 2013-05-08,1,2,10,29,31,1,10,6,52,71,564,7393,23902,265153,2579494,0
13053, 2013-05-11,13,31,33,34,35,5,7,8,231,514,2613,50739,146610,588435,3990483,0
13054, 2013-05-13,5,8,21,30,32,1,8,4,23,100,186,5650,21406,233857,2491374,0
13055, 2013-05-15,4,5,22,23,24,3,9,3,35,46,295,4918,19631,278840,3056369,0
13056, 2013-05-18,11,22,30,32,35,3,4,2,59,146,208,6721,27529,270585,2627911,0
13057, 2013-05-20,7,15,27,33,35,7,10,0,22,77,253,5580,22505,293031,2881660,0
13058, 2013-05-22,20,21,27,31,35,7,11,2,27,70,207,4278,16934,202787,2279848,0
13059, 2013-05-25,3,8,11,24,27,7,12,0,42,129,237,5461,20596,233711,2529298,0
13060, 2013-05-27,15,25,26,32,35,5,10,7,57,88,767,7522,37940,449280,3677493,0
13061, 2013-05-29,1,14,18,21,32,5,10,0,18,45,140,3216,13626,162126,1996387,0
13062, 2013-06-01,1,5,8,9,12,9,12,5,36,86,285,5986,20837,256508,2864392,0
13063, 2013-06-03,3,5,11,27,28,5,6,1,25,88,253,6295,20751,241178,2512305,0
13064, 2013-06-05,21,24,26,28,32,1,3,1,21,63,195,4901,17599,244093,2776801,0
13065, 2013-06-08,9,28,31,34,35,2,9,1,284,162,468,11430,44158,478845,4013883,0
13066, 2013-06-10,6,7,13,33,34,2,11,1,55,153,293,7813,28447,299670,2960764,0
13067, 2013-06-12,2,3,5,8,29,10,12,3,17,78,499,7152,29606,338338,3242651,0
13068, 2013-06-15,10,17,27,34,35,5,7,5,73,134,785,10041,42973,515761,4454965,0
13069, 2013-06-17,6,12,13,16,30,7,12,1,41,85,221,4985,21574,222322,2541095,0
13070, 2013-06-19,9,12,18,21,29,1,8,1,75,117,324,6314,23484,278931,2869919,0
13071, 2013-06-22,13,19,26,27,28,3,11,3,77,140,441,9894,33150,362634,3536029,0
13072, 2013-06-24,12,27,28,33,35,3,5,7,159,500,489,15244,37578,400025,3586431,0
13073, 2013-06-26,3,5,23,27,31,2,6,3,34,64,210,5108,20076,270967,2973148,0
13074, 2013-06-29,6,14,20,24,32,1,7,3,63,126,515,8404,35477,401639,3913047,0
13075, 2013-07-01,1,11,13,19,35,7,8,2,28,87,286,5219,23115,323488,3373540,0
13076, 2013-07-03,13,15,16,26,27,9,10,3,34,55,256,5230,18169,272218,3086010,0
13077, 2013-07-06,24,26,30,32,35,6,12,3,61,150,384,9122,31773,396749,3588069,0
13078, 2013-07-08,2,7,23,31,33,2,8,2,29,95,255,7011,27270,299574,3103827,0
13079, 2013-07-10,9,10,17,21,34,1,7,2,81,216,363,8714,35459,292655,2921377,0
13080, 2013-07-13,6,21,23,27,31,4,6,0,27,48,237,5506,18617,252866,2937016,0
13081, 2013-07-15,7,9,15,17,23,2,7,1,34,53,276,4368,16529,209216,2289846,0
13082, 2013-07-17,3,9,25,26,33,3,12,0,30,153,293,6638,24559,280609,2906268,0
13083, 2013-07-20,26,29,30,32,35,4,10,14,345,606,2097,46211,106541,775823,5084610,0
13084, 2013-07-22,8,22,26,29,35,1,5,0,31,56,250,6934,20333,328806,3385367,0
13085, 2013-07-24,8,19,23,27,32,3,5,3,65,164,256,9320,28587,321565,3101762,0
13086, 2013-07-27,9,16,26,29,31,6,9,16,83,92,1288,9390,37968,442054,4024803,0
13087, 2013-07-29,9,12,22,32,34,2,4,1,23,56,175,5011,17541,223847,2549156,0
13088, 2013-07-31,3,5,8,33,35,1,3,37,197,285,1186,14728,46956,454857,3549913,0
13089, 2013-08-03,6,7,23,24,29,4,11,3,39,90,333,6956,26700,295707,2891499,0
13090, 2013-08-05,2,26,30,31,33,11,12,2,39,81,441,8040,38898,343660,2885325,0
13091, 2013-08-07,4,9,28,34,35,2,8,7,130,277,723,18425,50032,488286,3748668,0
13092, 2013-08-10,7,10,21,27,33,3,9,4,64,135,711,8295,36645,395914,3398841,0
13093, 2013-08-12,1,5,17,18,26,5,7,6,59,89,809,7813,30554,382733,3203588,0
13094, 2013-08-14,3,28,33,34,35,6,9,10,271,816,1294,30689,99416,581819,3703150,0
13095, 2013-08-17,3,17,28,30,33,1,10,3,24,79,237,4425,19353,219981,2492384,0
13096, 2013-08-19,17,19,20,22,26,6,8,0,24,34,140,3107,12952,173438,1967612,0
13097, 2013-08-21,7,8,13,17,32,3,8,1,16,51,245,4214,18114,233850,2297238,0
13098, 2013-08-24,2,6,16,29,34,10,11,2,52,83,252,6682,21931,270542,2725793,0
13099, 2013-08-26,4,11,28,30,33,5,12,4,73,114,1040,9849,44961,532222,3982207,0
13100, 2013-08-28,9,12,24,26,30,5,9,3,39,57,335,6129,20122,271781,2717399,0
13101, 2013-08-31,4,9,13,15,32,2,9,2,22,47,252,4404,18111,222838,2392116,0
13102, 2013-09-02,6,12,15,19,26,2,11,0,21,80,177,3551,15099,161323,1806593,0
