index,time,red1,red2,red3,red4,red5,blue1,blue2,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,hit9
13103, 2013-09-04,5,8,13,16,31,3,9,3,59,99,358,6773,23659,275922,2648074,0
13104, 2013-09-07,2,5,11,27,29,1,11,0,29,89,184,4464,17579,194507,2148091,0
13105, 2013-09-09,7,13,27,30,34,1,12,1,33,142,217,6869,29752,257147,2617941,0
13106, 2013-09-11,6,7,12,13,27,3,12,1,40,74,269,6026,21559,214506,2061804,0
13107, 2013-09-14,7,13,14,18,25,5,12,0,26,69,218,4782,18820,221074,2345972,0
13108, 2013-09-16,5,10,13,15,18,2,11,0,22,51,157,3570,14409,183642,2112383,0
13109, 2013-09-18,13,20,26,29,32,2,6,1,24,57,199,4405,17610,212925,2320756,0
13110, 2013-09-21,7,16,18,32,33,2,7,2,28,95,274,5953,21611,255966,2842980,0
13111, 2013-09-23,7,12,13,20,27,1,3,1,81,99,336,9608,24997,295401,2744656,0
13112, 2013-09-25,2,10,20,22,29,5,12,1,25,44,240,4417,15889,200706,2242181,0
13113, 2013-09-28,19,21,23,28,30,8,12,4,161,358,254,12417,34789,345168,3286875,0
13114, 2013-09-30,6,17,21,23,33,1,9,6,511,3539,253,9462,34486,227953,2417978,0
13115, 2013-10-02,5,16,29,32,34,4,11,9,166,317,1140,16600,55295,507762,3630351,0
13116, 2013-10-05,13,22,23,30,33,9,11,1,45,170,282,8300,28126,294440,2905893,0
13117, 2013-10-07,5,16,23,25,33,7,12,1,22,43,221,3947,15121,199770,2317062,0
13118, 2013-10-09,4,6,11,20,31,1,5,1,30,65,239,5371,17772,216579,2366526,0
13119, 2013-10-12,1,2,16,23,35,1,11,1,32,62,143,4211,17375,173077,1979287,0
13120, 2013-10-14,6,14,15,22,26,3,11,0,13,54,181,4345,16619,211740,2415033,0
13121, 2013-10-16,3,18,19,20,24,3,12,2,26,93,240,4821,25324,212519,2539902,0
13122, 2013-10-19,15,17,20,24,35,4,12,1,19,82,178,4833,17105,238253,2633984,0
13123, 2013-10-21,2,9,10,33,34,5,12,0,28,78,281,6271,24614,313054,3394146,0
13124, 2013-10-23,5,7,18,21,32,10,11,1,43,106,304,9720,26306,370235,3480120,0
13125, 2013-10-26,4,8,14,23,28,4,8,6,64,115,1020,11864,36062,415246,3548209,0
13126, 2013-10-28,9,10,15,18,30,3,6,3,39,59,566,6845,29786,371583,3529198,0
13127, 2013-10-30,3,14,16,19,32,5,10,3,42,63,421,6899,29199,343065,3335405,0
13128, 2013-11-02,11,13,27,33,35,1,2,10,150,209,986,19850,53760,578256,4266361,0
13129, 2013-11-04,11,23,29,30,33,1,4,3,56,184,326,7557,31907,306388,3012215,0
13130, 2013-11-06,8,9,15,19,30,6,9,3,51,76,469,6825,29503,365674,3485356,0
13131, 2013-11-09,12,15,29,30,31,4,12,0,54,122,342,7623,30982,314839,3026518,0
13132, 2013-11-11,23,26,28,31,34,2,10,4,57,179,385,9698,34170,363812,3387519,0
13133, 2013-11-13,2,8,10,16,17,9,12,1,17,47,171,3712,15837,177500,2028280,0
13134, 2013-11-16,2,13,19,23,32,2,9,0,38,80,317,5406,25935,241288,2603626,0
13135, 2013-11-18,4,13,19,25,26,7,12,0,32,59,244,5311,18110,234156,2565134,0
13136, 2013-11-20,5,11,15,25,28,5,11,4,53,65,718,8630,30390,408374,3846491,0
13137, 2013-11-23,4,12,32,33,34,6,8,2,79,132,811,11436,44491,522816,4160116,0
13138, 2013-11-25,3,8,13,17,24,7,9,14,303,286,1336,19319,51124,547405,3918346,0
13139, 2013-11-27,5,6,18,20,31,6,7,3,33,96,222,5705,24578,232855,2524361,0
13140, 2013-11-30,1,12,17,26,28,1,6,4,49,137,199,4284,17696,199296,2260051,0
13141, 2013-12-02,5,15,18,25,31,8,10,0,44,109,224,7388,23267,277445,2845800,0
13142, 2013-12-04,6,11,25,28,29,4,12,1,50,94,268,7125,24955,308745,3179983,0
13143, 2013-12-07,3,8,14,21,31,6,8,2,41,89,233,6132,23277,265764,2803525,0
13144, 2013-12-09,3,20,21,23,35,2,8,1,14,49,167,4002,15545,200782,2400548,0
13145, 2013-12-11,2,13,15,18,20,2,11,0,29,43,344,4474,17854,210331,2384501,0
13146, 2013-12-14,6,7,15,25,31,1,9,1,48,73,273,6640,21991,264151,2944921,0
13147, 2013-12-16,3,9,22,24,25,5,9,2,23,39,280,4797,18217,257357,2778843,0
13148, 2013-12-18,2,5,9,29,32,3,7,1,26,49,391,5996,25615,379164,3947825,0
13149, 2013-12-21,6,7,8,9,13,5,7,2,37,104,483,7772,27478,320761,3219687,0
13150, 2013-12-23,6,7,14,18,22,8,11,1,19,53,217,4687,18144,229268,2542752,0
13151, 2013-12-25,2,13,21,27,30,3,4,0,33,59,297,6157,20704,279319,2978454,0
13152, 2013-12-28,9,12,14,18,19,3,9,5,26,67,357,6890,25231,341834,3454702,0
13153, 2013-12-30,4,5,16,17,30,3,9,0,35,125,232,5576,25906,223861,2576453,0
14001, 2014-01-01,5,13,20,23,29,8,11,1,51,123,369,9577,31684,351372,3380557,0
14002, 2014-01-04,1,12,21,24,29,1,7,1,49,68,291,6351,21735,285146,3132322,0
14003, 2014-01-06,7,11,13,21,33,5,6,2,41,115,315,8843,29982,425481,4157375,0
14004, 2014-01-08,7,10,19,27,28,9,12,2,60,185,614,10719,37128,427141,3876420,0
14005, 2014-01-11,15,17,18,29,33,4,8,4,38,79,404,8849,33828,459814,4399505,0
14006, 2014-01-13,1,4,7,16,35,6,8,0,29,58,156,4370,16594,212248,2572950,0
14007, 2014-01-15,8,11,14,21,32,3,11,5,99,99,660,9003,32056,392520,3641327,0
14008, 2014-01-18,11,13,20,28,35,1,5,1,29,63,304,6409,23663,310758,3399230,0
14009, 2014-01-20,10,18,25,29,33,7,8,2,125,123,567,12268,36612,481006,4250411,0
14010, 2014-01-22,5,10,20,26,27,1,3,2,42,78,196,5370,20069,201160,2273783,0
14011, 2014-01-25,4,6,14,24,35,7,12,1,26,80,285,5762,22388,257550,2850473,0
14012, 2014-01-27,9,20,21,23,29,5,7,1,64,96,362,10737,34997,414117,3831853,0
14013, 2014-01-29,10,11,13,22,28,4,12,1,91,192,370,9585,38459,341279,3522459,0
14014, 2014-02-08,1,9,11,27,29,3,11,2,42,136,808,9611,38418,472624,4037888,0
14015, 2014-02-10,4,6,18,20,30,5,7,1,40,92,352,7648,27367,334347,3264305,0
14016, 2014-02-12,4,6,13,24,34,4,9,8,21,49,288,4877,20658,273045,3012052,0
14017, 2014-02-15,5,10,11,23,34,1,10,5,31,56,224,6358,26095,300034,3325542,0
14018, 2014-02-17,8,9,12,28,34,2,12,0,41,39,311,6735,26731,349886,3532274,0
14019, 2014-02-19,7,12,22,29,32,11,12,2,70,162,371,11189,37358,398183,3805731,0
14020, 2014-02-22,1,14,17,30,35,6,7,2,37,97,402,8466,27620,380618,3944823,0
14021, 2014-02-24,6,10,17,23,24,3,9,4,39,129,497,7340,33067,424013,4098323,0
14022, 2014-02-26,3,6,10,16,25,10,11,1,29,89,256,6956,22496,310371,3302290,0
14023, 2014-03-01,4,13,15,29,33,5,9,4,105,163,969,19309,51088,625487,5095366,0
14024, 2014-03-03,7,11,15,31,32,6,11,4,32,130,254,8064,31838,331241,3362743,0
14025, 2014-03-05,19,20,27,32,34,6,8,3,49,87,572,10411,28363,411914,3702271,0
14026, 2014-03-08,5,10,12,15,26,4,8,0,91,107,309,8138,28940,396705,3963269,0
14027, 2014-03-10,9,10,24,28,29,10,12,3,49,139,478,12077,35195,444128,4095219,0
14028, 2014-03-12,3,10,20,25,30,10,12,1,38,87,347,9175,30551,315777,3065715,0
14029, 2014-03-15,3,21,22,23,35,5,9,6,87,180,695,12225,40443,453805,4449238,0
14030, 2014-03-17,3,14,18,29,35,11,12,3,20,55,207,4765,17048,229088,2662754,0
14031, 2014-03-19,6,15,27,32,33,3,4,2,151,437,481,17035,41237,446152,3923687,0
14032, 2014-03-22,2,5,6,9,31,2,9,1,41,56,531,7312,29830,414465,4069900,0
14033, 2014-03-24,1,7,8,28,29,4,8,2,121,257,452,12287,40441,400938,3728835,0
14034, 2014-03-26,3,11,14,27,32,5,7,6,143,122,805,8995,33886,446854,4301883,0
14035, 2014-03-29,9,12,14,28,29,3,10,3,71,110,557,7409,30677,377124,3944708,0
14036, 2014-03-31,1,2,12,17,29,3,8,3,33,141,363,4951,20267,241547,2694462,0
14037, 2014-04-02,3,4,8,19,34,2,4,2,45,82,280,8192,26503,304379,3032253,0
14038, 2014-04-05,7,8,12,20,32,3,5,3,46,150,397,8969,28609,382025,3662088,0
14039, 2014-04-07,2,5,11,15,20,8,11,0,32,53,257,5184,21861,278139,3026485,0
14040, 2014-04-09,12,15,21,30,33,2,8,2,29,115,304,5776,23908,268030,2975538,0
14041, 2014-04-12,5,7,11,15,18,5,12,2,37,63,290,5970,22579,306568,3334447,0
14042, 2014-04-14,16,21,25,27,35,6,11,4,33,55,301,6980,23876,355665,3548825,0
14043, 2014-04-16,1,11,23,29,30,1,12,0,57,150,301,6257,23601,263415,2856251,0
14044, 2014-04-19,22,23,25,27,35,3,11,2,45,67,365,6344,21749,272770,2974846,0
14045, 2014-04-21,6,10,12,16,30,2,11,1,33,77,181,5504,22300,229232,2579863,0
14046, 2014-04-23,3,15,18,21,26,1,6,1,22,105,271,6450,25272,279205,2959779,0
14047, 2014-04-26,6,17,18,30,34,6,12,1,54,91,331,5751,23212,262334,2839429,0
14048, 2014-04-28,1,2,5,15,35,1,11,2,24,86,304,6058,23547,251842,2620317,0
14049, 2014-04-30,3,15,17,22,31,3,5,1,34,146,221,6064,20122,284662,3174934,0
14050, 2014-05-03,10,18,27,28,35,1,6,1,24,88,240,6785,26204,289968,3135805,0
14051, 2014-05-05,1,7,11,29,30,3,11,6,62,247,939,12093,46904,434301,3778860,0
14052, 2014-05-07,14,19,21,24,30,2,7,1,25,468,22449,433373,4086937,0,0,0
14053, 2014-05-10,2,11,17,27,30,3,4,2,56,489,20953,413212,4027264,0,0,0
14054, 2014-05-12,2,3,20,25,34,1,12,2,72,228,13009,262523,2925371,0,0,0
14055, 2014-05-14,4,23,26,27,35,10,11,1,75,472,28400,558953,4811645,0,0,0
14056, 2014-05-17,12,18,28,29,35,7,8,1,61,669,34607,632744,5511507,0,0,0
14057, 2014-05-19,8,10,20,27,33,1,9,4,40,514,23153,461135,4527358,0,0,0
14058, 2014-05-21,9,15,22,24,26,2,7,3,63,562,25697,467053,4290908,0,0,0
14059, 2014-05-24,7,15,17,25,29,4,11,6,89,1083,37215,618383,5214835,0,0,0
14060, 2014-05-26,12,22,29,30,34,5,11,2,50,386,20856,408778,3932730,0,0,0
14061, 2014-05-28,4,11,17,20,29,6,10,1,48,478,22364,448698,4769495,0,0,0
14062, 2014-05-31,4,7,17,24,25,2,4,0,48,513,16423,310251,3109938,0,0,0
14063, 2014-06-02,11,17,21,23,34,3,4,1,28,292,14762,320619,3419439,0,0,0
14064, 2014-06-04,8,15,33,34,35,1,8,3,168,1237,43855,677102,5427801,0,0,0
14065, 2014-06-07,7,12,19,31,33,7,12,5,54,1046,40877,680400,6227300,0,0,0
14066, 2014-06-09,8,14,16,20,31,3,11,2,34,496,22404,444439,4913345,0,0,0
14067, 2014-06-11,3,18,23,24,31,3,7,1,27,387,19262,357865,3541517,0,0,0
14068, 2014-06-14,5,15,24,29,35,5,6,3,91,770,31639,604480,5563443,0,0,0
14069, 2014-06-16,16,22,27,29,31,2,9,2,26,604,31465,563225,5533802,0,0,0
14070, 2014-06-18,1,2,7,10,32,4,12,2,57,880,37885,591819,4942223,0,0,0
14071, 2014-06-21,4,14,15,22,23,1,7,1,43,738,24227,468005,4572991,0,0,0
14072, 2014-06-23,17,19,22,24,30,2,9,1,27,430,18547,375653,3984353,0,0,0
14073, 2014-06-25,4,5,7,13,35,5,6,3,121,534,21411,445016,4644353,0,0,0
14074, 2014-06-28,6,11,22,27,30,5,11,2,104,857,34283,592134,5476916,0,0,0
14075, 2014-06-30,5,7,29,32,35,4,10,7,55,1127,43907,705123,5967528,0,0,0
14076, 2014-07-02,5,10,19,31,32,9,10,1,81,662,24247,438369,4271674,0,0,0
14077, 2014-07-05,9,16,26,31,32,1,5,3,55,491,21997,451852,4551553,0,0,0
14078, 2014-07-07,10,15,16,22,28,4,5,3,73,711,20035,365653,3731923,0,0,0
14079, 2014-07-09,9,10,20,31,32,6,10,3,64,560,21797,410786,4058840,0,0,0
14080, 2014-07-12,17,20,23,25,27,3,10,3,49,440,22492,477649,4947027,0,0,0
14081, 2014-07-14,3,5,8,10,25,9,12,0,43,593,25931,488440,4816650,0,0,0
14082, 2014-07-16,1,8,18,23,25,8,12,0,43,517,23343,454377,4497459,0,0,0
14083, 2014-07-19,18,20,24,33,35,5,10,2,83,848,36233,650877,6144157,0,0,0
14084, 2014-07-21,2,7,9,11,28,5,9,7,126,583,29031,528922,4942807,0,0,0
14085, 2014-07-23,6,12,13,25,29,11,12,3,108,1108,35482,660912,5454030,0,0,0
14086, 2014-07-26,6,8,27,29,35,3,9,4,57,644,24206,483171,4914721,0,0,0
14087, 2014-07-28,4,7,31,33,35,9,10,1,55,469,24473,464985,4235973,0,0,0
14088, 2014-07-30,7,13,20,25,26,8,11,2,108,704,26419,525810,5180022,0,0,0
14089, 2014-08-02,2,8,12,29,30,7,12,9,119,2259,67746,947549,7513923,0,0,0
14090, 2014-08-04,2,3,20,23,28,6,8,60,69,471,22236,445515,4649081,0,0,0
14091, 2014-08-06,10,16,18,29,32,2,7,1,42,596,25840,479115,4697342,0,0,0
14092, 2014-08-09,2,18,27,30,32,5,11,1,36,514,22291,462985,4928331,0,0,0
14093, 2014-08-11,3,8,30,32,34,9,11,0,63,408,17740,391337,3974768,0,0,0
14094, 2014-08-13,13,14,24,25,34,4,7,8,136,1540,46076,639798,5442071,0,0,0
14095, 2014-08-16,6,22,30,31,34,5,6,4,44,843,42176,733119,6302004,0,0,0
14096, 2014-08-18,3,7,21,23,31,5,10,8,99,1082,36333,601252,5180414,0,0,0
14097, 2014-08-20,3,15,20,21,23,7,9,1,33,342,17463,348590,3940208,0,0,0
14098, 2014-08-23,16,18,22,25,35,3,10,2,45,548,23328,474589,4789785,0,0,0
14099, 2014-08-25,15,21,22,23,33,1,7,3,52,363,18140,339534,3391333,0,0,0
14100, 2014-08-27,2,4,8,12,35,1,7,2,40,294,11915,261338,2904704,0,0,0
14101, 2014-08-30,9,10,12,17,28,3,11,0,88,659,31296,540930,4888650,0,0,0
14102, 2014-09-01,1,7,14,19,20,3,12,3,69,771,24498,465150,4249275,0,0,0
14103, 2014-09-03,14,20,23,25,26,10,12,1,44,454,16593,337183,3495960,0,0,0
14104, 2014-09-06,7,13,14,28,32,4,11,5,63,899,23981,428997,4203354,0,0,0
14105, 2014-09-08,4,10,26,29,32,4,8,2,54,525,21356,411040,4047851,0,0,0
14106, 2014-09-10,5,9,11,20,22,5,11,1,67,733,27269,511446,4769001,0,0,0
14107, 2014-09-13,5,13,14,21,34,8,10,1,53,479,20182,401905,4259366,0,0,0
14108, 2014-09-15,1,2,13,23,35,9,12,1,65,503,23866,434286,4350558,0,0,0
14109, 2014-09-17,15,18,20,21,23,1,2,5,39,499,15089,311472,3516724,0,0,0
14110, 2014-09-20,9,18,19,22,24,8,11,1,57,625,26252,509041,4744512,0,0,0
14111, 2014-09-22,11,16,18,20,29,3,4,0,32,526,18484,394076,3966936,0,0,0
14112, 2014-09-24,3,5,14,18,32,2,10,2,37,398,16944,368802,3838561,0,0,0
14113, 2014-09-27,2,13,17,19,23,1,6,5,57,1224,34385,596940,5235575,0,0,0
14114, 2014-09-29,3,16,24,30,33,5,8,4,77,1210,41340,633186,5561303,0,0,0
14115, 2014-10-01,1,5,26,29,30,2,10,2,47,375,15072,326605,3376981,0,0,0
14116, 2014-10-04,6,13,15,24,27,4,5,1,63,802,20831,432609,4185382,0,0,0
14117, 2014-10-06,3,14,17,18,33,6,9,2,45,821,30720,523125,5119917,0,0,0
14118, 2014-10-08,2,3,23,24,26,5,11,0,33,481,22360,438154,4297104,0,0,0
14119, 2014-10-11,4,8,9,13,18,8,12,1,91,671,33886,660095,6330574,0,0,0
14120, 2014-10-13,1,4,6,18,33,5,11,2,27,352,17872,353682,3786338,0,0,0
14121, 2014-10-15,13,16,18,22,32,8,10,3,64,573,29241,513732,5135603,0,0,0
14122, 2014-10-18,3,10,25,26,35,1,7,2,83,819,35282,612200,5677939,0,0,0
14123, 2014-10-20,1,9,12,22,25,2,9,3,34,738,29168,522876,5183090,0,0,0
14124, 2014-10-22,1,3,28,29,35,8,12,4,27,358,18637,387191,4163477,0,0,0
14125, 2014-10-25,12,15,19,23,31,4,10,2,114,993,39375,690874,6068930,0,0,0
14126, 2014-10-27,2,9,22,30,34,9,10,1,37,529,24583,527261,5059389,0,0,0
14127, 2014-10-29,2,4,6,15,19,2,11,3,28,488,17168,364236,4048700,0,0,0
14128, 2014-11-01,2,4,16,22,34,8,11,2,52,612,25378,467695,4831955,0,0,0
14129, 2014-11-03,7,22,28,30,32,5,6,1,44,526,30916,610630,5985244,0,0,0
14130, 2014-11-05,2,18,31,32,33,5,7,3,65,960,38413,689033,6096091,0,0,0
14131, 2014-11-08,3,16,19,23,27,3,7,2,222,1020,35702,672958,6366555,0,0,0
14132, 2014-11-10,1,3,4,19,32,1,7,2,26,451,19888,407104,4131322,0,0,0
14133, 2014-11-12,2,8,12,14,18,4,12,2,250,528,25706,537306,5529952,0,0,0
14134, 2014-11-15,2,5,7,11,32,9,12,2,43,519,27402,578031,6098321,0,0,0
14135, 2014-11-17,20,26,28,30,35,9,12,2,38,490,17071,382261,4203615,0,0,0
14136, 2014-11-19,4,18,20,34,35,7,11,9,77,911,31766,580446,5691797,0,0,0
14137, 2014-11-22,2,11,16,22,34,2,5,2,53,1069,42893,759635,6869098,0,0,0
14138, 2014-11-24,1,7,29,32,34,9,12,4,25,550,18430,398400,4114793,0,0,0
14139, 2014-11-26,3,5,7,15,34,1,10,3,33,368,18782,417428,4664255,0,0,0
14140, 2014-11-29,1,19,20,25,34,7,12,1,43,368,19423,390968,4470655,0,0,0
14141, 2014-12-01,4,17,20,26,29,5,8,5,61,1527,40146,675758,6335371,0,0,0
14142, 2014-12-03,18,21,25,28,30,4,6,10,107,1259,49268,770424,6479868,0,0,0
14143, 2014-12-06,1,11,14,18,25,6,10,3,66,561,20943,427920,4684149,0,0,0
14144, 2014-12-08,1,21,24,25,35,4,11,0,39,521,20355,404231,4483108,0,0,0
14145, 2014-12-10,15,19,22,24,26,10,11,2,40,442,18543,409416,4325275,0,0,0
14146, 2014-12-13,2,16,23,24,28,10,11,2,197,917,31805,640982,6040629,0,0,0
14147, 2014-12-15,5,9,14,26,34,2,9,9,58,844,31595,569440,5935870,0,0,0
14148, 2014-12-17,3,9,10,11,20,7,9,4,146,892,36279,664026,5828933,0,0,0
14149, 2014-12-20,2,13,19,26,35,1,5,23,85,732,37408,687255,6448178,0,0,0
14150, 2014-12-22,19,21,30,33,35,5,7,6,67,705,28550,529897,5095424,0,0,0
14151, 2014-12-24,3,8,26,31,32,8,12,7,78,1012,45463,749520,6676122,0,0,0
14152, 2014-12-27,5,12,18,24,33,1,5,3,126,688,23143,484224,4827301,0,0,0
14153, 2014-12-29,1,8,13,24,32,5,10,4,68,573,23453,428546,4540984,0,0,0
14154, 2014-12-31,5,12,17,23,28,2,9,14,109,1439,38513,643859,5862160,0,0,0
15001, 2015-01-03,8,9,19,27,30,6,7,11,153,1252,45632,756690,6613198,0,0,0
15002, 2015-01-05,3,14,20,26,32,6,10,3,90,930,29049,536238,4959547,0,0,0
15003, 2015-01-07,12,19,27,28,34,1,12,8,59,572,17958,384223,3906334,0,0,0
15004, 2015-01-10,3,12,14,18,28,5,6,3,40,750,24892,495081,4865757,0,0,0
15005, 2015-01-12,11,14,15,18,19,7,8,6,69,633,25834,493992,5199278,0,0,0
15006, 2015-01-14,6,8,30,32,33,3,7,2,64,681,30986,599577,5487165,0,0,0
15007, 2015-01-17,2,7,8,14,31,4,8,2,98,649,31341,621577,5945732,0,0,0
15008, 2015-01-19,7,10,11,15,17,3,10,54,88,546,25437,464205,4618702,0,0,0
15009, 2015-01-21,17,22,26,27,33,6,10,0,55,490,21234,394337,4015681,0,0,0
15010, 2015-01-24,2,6,17,30,35,2,7,1,58,663,29157,532590,5450990,0,0,0
15011, 2015-01-26,4,13,22,25,30,1,6,16,186,714,21578,405876,4063906,0,0,0
15012, 2015-01-28,3,4,6,11,31,5,9,2,41,935,31025,599592,6257409,0,0,0
15013, 2015-01-31,11,15,25,28,35,7,10,0,40,535,25948,486345,5011790,0,0,0
15014, 2015-02-02,8,16,25,29,35,3,10,3,50,740,23215,459888,4604560,0,0,0
15015, 2015-02-04,1,5,13,17,32,4,11,8,79,2135,78694,1019976,7166989,0,0,0
15016, 2015-02-07,6,7,16,20,34,9,11,0,164,612,25324,514261,5157789,0,0,0
15017, 2015-02-09,7,13,16,17,29,1,7,1,75,571,23317,443759,4444700,0,0,0
15018, 2015-02-11,4,7,10,23,31,3,7,1,113,590,25333,463580,4440882,0,0,0
15019, 2015-02-14,2,8,16,22,24,1,3,1,49,492,16792,355037,3826481,0,0,0
15020, 2015-02-16,11,26,28,29,32,1,4,21,49,768,22415,456742,4561518,0,0,0
15021, 2015-02-25,22,23,24,26,31,5,6,0,43,434,18372,357677,3839754,0,0,0
15022, 2015-02-28,9,11,14,15,26,11,12,0,33,492,20182,420338,4344169,0,0,0
15023, 2015-03-02,6,9,11,12,22,3,11,1,83,435,21094,383891,3584016,0,0,0
15024, 2015-03-04,2,6,8,16,34,3,4,0,26,430,15833,322977,3394784,0,0,0
15025, 2015-03-07,7,10,20,22,27,10,11,2,57,489,22154,451367,4332393,0,0,0
15026, 2015-03-09,11,13,14,15,22,2,8,6,37,492,19682,383393,4642852,0,0,0
15027, 2015-03-11,5,21,22,25,28,3,10,1,48,589,19885,395160,3955616,0,0,0
15028, 2015-03-14,3,9,28,32,33,9,10,4,107,1453,40159,681549,5549292,0,0,0
15029, 2015-03-16,7,10,19,30,35,3,5,0,74,683,27137,537234,4667981,0,0,0
15030, 2015-03-18,9,18,19,26,31,2,5,1,76,740,28402,517287,4508329,0,0,0
15031, 2015-03-21,7,21,29,32,33,4,12,3,60,679,24413,498448,4742501,0,0,0
15032, 2015-03-23,6,21,25,27,30,7,11,2,62,1059,26979,469228,4555321,0,0,0
15033, 2015-03-25,3,17,22,26,28,3,7,0,44,827,28890,526268,4728080,0,0,0
15034, 2015-03-28,4,8,15,18,26,5,9,5,73,712,29893,541885,5099044,0,0,0
15035, 2015-03-30,22,24,29,30,35,1,10,2,88,1161,31051,524934,4610076,0,0,0
15036, 2015-04-01,14,18,20,23,24,4,8,1,32,580,24507,463940,4522909,0,0,0
15037, 2015-04-04,10,16,21,28,31,7,8,2,74,972,26348,489637,4644789,0,0,0
15038, 2015-04-06,12,19,22,31,35,7,8,2,65,369,15023,315717,3367157,0,0,0
15039, 2015-04-08,3,6,7,16,25,1,6,0,46,416,22046,401814,4068238,0,0,0
15040, 2015-04-11,2,9,10,23,35,9,12,1,55,504,23818,468261,4946621,0,0,0
15041, 2015-04-13,1,11,21,23,28,1,10,21,149,1097,36865,567762,4484421,0,0,0
15042, 2015-04-15,3,7,12,17,24,2,11,5,74,1023,30691,535564,5074377,0,0,0
15043, 2015-04-18,2,20,22,25,29,2,7,2,38,503,20844,415448,4229751,0,0,0
15044, 2015-04-20,16,18,27,31,33,1,3,0,63,447,20231,428053,4316643,0,0,0
15045, 2015-04-22,8,9,22,29,30,8,12,3,197,962,33008,581755,4912738,0,0,0
15046, 2015-04-25,5,7,10,22,26,4,10,9,146,1140,45898,783061,6240189,0,0,0
15047, 2015-04-27,1,2,17,23,31,5,12,2,80,521,20697,385050,3916453,0,0,0
15048, 2015-04-29,10,11,22,24,33,2,9,4,42,652,26956,469940,4590532,0,0,0
15049, 2015-05-02,8,9,11,15,22,8,10,2,45,403,20443,410893,4013915,0,0,0
15050, 2015-05-04,6,7,10,20,28,2,7,3,232,704,40381,716152,5446946,0,0,0
15051, 2015-05-06,1,2,11,16,21,1,5,2,88,667,25588,478040,4485987,0,0,0
15052, 2015-05-09,13,19,24,27,29,7,8,1,78,727,26407,515241,5047082,0,0,0
15053, 2015-05-11,8,25,28,29,32,4,7,3,65,607,27301,489293,4592264,0,0,0
15054, 2015-05-13,2,9,15,24,34,3,9,7,100,566,27022,519128,5446776,0,0,0
15055, 2015-05-16,6,11,14,20,30,5,10,9,90,1751,56589,813615,6827248,0,0,0
15056, 2015-05-18,6,12,19,26,35,3,10,5,45,593,20324,384792,3931912,0,0,0
15057, 2015-05-20,1,5,7,14,26,4,6,0,39,504,27245,534802,5351591,0,0,0
15058, 2015-05-23,10,14,20,27,30,7,12,1,33,598,25575,486758,4967272,0,0,0
15059, 2015-05-25,7,9,19,23,32,1,3,1,69,453,19928,402050,4063631,0,0,0
15060, 2015-05-27,16,24,25,26,33,4,11,7,64,830,34061,570649,5151778,0,0,0
15061, 2015-05-30,6,7,8,16,22,2,10,5,66,736,30137,581421,5441438,0,0,0
15062, 2015-06-01,6,7,13,14,15,1,4,1,62,403,15445,319920,3264803,0,0,0
15063, 2015-06-03,1,4,6,34,35,2,4,0,40,489,15945,319899,3176033,0,0,0
15064, 2015-06-06,2,8,20,28,31,7,10,3,64,977,34703,550657,5143884,0,0,0
15065, 2015-06-08,4,5,7,13,35,8,11,2,48,429,18793,403381,4293447,0,0,0
15066, 2015-06-10,1,3,7,13,29,2,10,1,35,301,14898,315630,3390482,0,0,0
15067, 2015-06-13,4,10,18,24,27,4,11,7,87,1196,29436,525227,4817618,0,0,0
15068, 2015-06-15,2,3,20,31,35,4,8,3,27,315,12941,294815,3244021,0,0,0
15069, 2015-06-17,2,9,11,22,25,1,7,7,120,1404,40953,620167,5039142,0,0,0
15070, 2015-06-20,3,9,12,17,18,4,12,1,56,572,21963,444296,4290423,0,0,0
15071, 2015-06-22,4,6,13,16,34,4,10,2,58,621,23827,440823,4093475,0,0,0
15072, 2015-06-24,19,20,21,31,33,9,10,18,255,1996,50739,740260,5604694,0,0,0
15073, 2015-06-27,9,26,27,30,34,1,6,4,43,581,24892,485104,4734246,0,0,0
15074, 2015-06-29,1,12,21,27,33,4,9,0,26,556,16403,302844,3247013,0,0,0
15075, 2015-07-01,13,14,26,27,33,10,12,1,28,373,15922,320606,3337319,0,0,0
15076, 2015-07-04,3,19,21,31,34,5,12,3,35,567,19007,398219,4208728,0,0,0
15077, 2015-07-06,1,16,17,22,28,2,9,3,68,512,26535,462279,4306743,0,0,0
15078, 2015-07-08,19,24,26,28,33,1,2,1,31,364,11465,254047,2856529,0,0,0
15079, 2015-07-11,1,9,17,23,24,4,5,2,43,387,17787,359754,3799397,0,0,0
15080, 2015-07-13,14,20,29,30,32,3,8,19,107,3267,88096,982677,6213255,0,0,0
15081, 2015-07-15,3,4,10,13,17,5,9,3,28,639,23394,428482,4140539,0,0,0
15082, 2015-07-18,8,15,28,31,33,3,6,0,73,1049,35588,600530,5236721,0,0,0
15083, 2015-07-20,14,16,19,25,29,10,12,1,28,313,16340,351495,3703627,0,0,0
15084, 2015-07-22,10,20,21,32,34,6,7,2,56,686,24459,455191,4423642,0,0,0
15085, 2015-07-25,2,3,4,6,16,3,12,1,43,377,15024,304579,3161304,0,0,0
15086, 2015-07-27,5,9,11,15,32,4,9,2,51,844,38267,631910,5571452,0,0,0
15087, 2015-07-29,2,5,15,17,22,1,11,2,29,327,15751,321514,3603867,0,0,0
15088, 2015-08-01,5,15,28,31,34,11,12,2,24,314,15281,312510,3262654,0,0,0
